"","Date","wf1 forecast","wf2 forecast","wf3 forecast","wf4 forecast","wf5 forecast"
"1",2011-01-01 00:00:00,0.650595531657558,0.191081060056246,0.947056227159404,0.621957724623215,0.824834468172705
"2",2011-01-01 01:00:00,0.632523102939599,0.169114207784531,0.918604390242778,0.573133615720772,0.791532027800478
"3",2011-01-01 02:00:00,0.617462418136064,0.155153548556856,0.891826996198529,0.536632271947648,0.749754995134005
"4",2011-01-01 03:00:00,0.607368574980508,0.146439662149464,0.865278588958872,0.511329979651418,0.695851983718426
"5",2011-01-01 04:00:00,0.594348973969171,0.141365806842175,0.84007031097955,0.486257683139542,0.63609800234662
"6",2011-01-01 05:00:00,0.578519235204352,0.138589924747463,0.815421265978389,0.459548103946563,0.575169228922306
"7",2011-01-01 06:00:00,0.569638658840057,0.137140649954433,0.790138989198276,0.442502444671287,0.518355355967592
"8",2011-01-01 07:00:00,0.564566397849293,0.136407714904049,0.764120478172065,0.446514060653207,0.470648743593864
"9",2011-01-01 08:00:00,0.567242246824421,0.136044447311418,0.737133784444119,0.447029594128653,0.432329892985878
"10",2011-01-01 09:00:00,0.56776869566346,0.135866548687725,0.708914151973076,0.445523222574969,0.402589909981655
"11",2011-01-01 10:00:00,0.562275041849956,0.1357800195897,0.679563247546498,0.439365688241064,0.379081477944402
"12",2011-01-01 11:00:00,0.554832980994033,0.135738087868377,0.649419306991243,0.417273295030475,0.358760517325446
"13",2011-01-01 12:00:00,0.538487667755752,0.135717807520045,0.619104769756471,0.397838184808765,0.338942029219702
"14",2011-01-01 13:00:00,0.524350383441296,0.135708008727105,0.589491593201988,0.390764288393112,0.317373721903729
"15",2011-01-01 14:00:00,0.499931483676457,0.135703276667297,0.561524279475141,0.386216571076642,0.292245831798503
"16",2011-01-01 15:00:00,0.465854167489379,0.135700992022083,0.536030038665795,0.37547069464687,0.262176507951687
"17",2011-01-01 16:00:00,0.421294269614078,0.135699889128447,0.51346802067861,0.36852843403814,0.228080677778697
"18",2011-01-01 17:00:00,0.384162357153544,0.135699356747791,0.493748736949587,0.369803040892527,0.196640082151537
"19",2011-01-01 18:00:00,0.355997786169564,0.135699099768486,0.47629255710544,0.360123351291289,0.17212278808615
"20",2011-01-01 19:00:00,0.349289842853566,0.135698975726745,0.460260531697202,0.353697448810228,0.153575688790024
"21",2011-01-01 20:00:00,0.345916040722079,0.135698915853257,0.444797044695238,0.346515891219234,0.140312761162293
"22",2011-01-01 21:00:00,0.345070114136518,0.135698886953125,0.429167490283975,0.339031948654407,0.131477732792844
"23",2011-01-01 22:00:00,0.336155568704866,0.135698873003441,0.412757393495247,0.329698909961032,0.125590334553103
"24",2011-01-01 23:00:00,0.318651691474838,0.135698866270131,0.394971520872314,0.318151068411242,0.121629789635875
"25",2011-01-02 00:00:00,0.300164973418097,0.135698863020061,0.37509629810905,0.299890560744438,0.118923355456271
"26",2011-01-02 01:00:00,0.287558835448281,0.1356988614513,0.352205779961167,0.275771482644782,0.116935408236626
"27",2011-01-02 02:00:00,0.278938605712229,0.135698860694083,0.325223621131816,0.242604338666916,0.11531565944543
"28",2011-01-02 03:00:00,0.271048784865018,0.135698860328585,0.295177641839038,0.204389739001518,0.113935656907918
"29",2011-01-02 04:00:00,0.262649068467199,0.135698860152165,0.268301211321864,0.163267125282254,0.112791966427484
"30",2011-01-02 05:00:00,0.252455162887856,0.135698860067009,0.248646685663232,0.134857524951209,0.111888096556356
"31",2011-01-02 06:00:00,0.242369247560492,0.135698860025906,0.234925133685399,0.121449094144579,0.111208352183503
"32",2011-01-02 07:00:00,0.232597316860712,0.135698860006066,0.2242336129298,0.118066551478191,0.110721518032986
"33",2011-01-02 08:00:00,0.222938451199281,0.13569885999649,0.214720265539187,0.119333372560212,0.110385495409011
"34",2011-01-02 09:00:00,0.21229075892493,0.135698859991867,0.205747951628544,0.119131404509005,0.110159509747319
"35",2011-01-02 10:00:00,0.199667079392221,0.135698859989636,0.197236436540246,0.115929843974167,0.110009778901714
"36",2011-01-02 11:00:00,0.185930735115678,0.135698859988559,0.189116218675326,0.111274039673418,0.109909289390848
"37",2011-01-02 12:00:00,0.172501682590213,0.135698859988039,0.181387806282416,0.108591494090967,0.109838008319686
"38",2011-01-02 13:00:00,0.160839802811209,0.135698859987788,0.174217547523201,0.105170552778065,0.109783457218963
"39",2011-01-02 14:00:00,0.150237540519234,0.135698859987667,0.167809323759372,0.102765597071574,0.109739552476845
"40",2011-01-02 15:00:00,0.140900936683826,0.135698859987609,0.162281768274049,0.103028078441753,0.109703946288622
"41",2011-01-02 16:00:00,0.130953867324825,0.135698859987581,0.157646660104111,0.10441410931028,0.109675703276182
"42",2011-01-02 17:00:00,0.121304759250759,0.135698859987567,0.153842113360056,0.1069143537158,0.109654076778589
"43",2011-01-02 18:00:00,0.112237504962281,0.13569885998756,0.150770962013213,0.110006773615977,0.109638122278277
"44",2011-01-02 19:00:00,0.105497922933887,0.135698859987557,0.148319931382452,0.112278062697013,0.109626759193711
"45",2011-01-02 20:00:00,0.101249691322706,0.135698859987556,0.146372962717754,0.112907171165065,0.109618916955638
"46",2011-01-02 21:00:00,0.0993694408265106,0.135698859987555,0.144825708899531,0.112360239716595,0.109613618534091
"47",2011-01-02 22:00:00,0.09864193918081,0.135698859987555,0.143593738787944,0.111006681936885,0.10961003419983
"48",2011-01-02 23:00:00,0.0984574442381995,0.135698859987555,0.142612164757184,0.109067142626674,0.109607530269621
"49",2011-01-03 00:00:00,0.0987177198502434,0.135698859987555,0.141831051280132,0.108126001962695,0.109605686215367
"50",2011-01-03 01:00:00,0.0994628448080879,0.135698859987554,0.141210940322792,0.108477140156135,0.109604262184189
"51",2011-01-03 02:00:00,0.100535120398067,0.135698859987554,0.140720051486238,0.109786747540991,0.109603137220642
"52",2011-01-03 03:00:00,0.101660758811047,0.135698859987554,0.140332600433003,0.111758229764267,0.109602250898892
"53",2011-01-03 04:00:00,0.102628344341088,0.135698859987554,0.140027547599439,0.113847179506452,0.10960156579231
"54",2011-01-03 05:00:00,0.103319785870253,0.135698859987554,0.13978771127048,0.1157965693171,0.109601050545009
"55",2011-01-03 06:00:00,0.103884186966041,0.135698859987554,0.139599195322308,0.117012946320806,0.109600674919343
"56",2011-01-03 07:00:00,0.104336243511072,0.135698859987554,0.139450942660579,0.118160022660972,0.109600409338858
"57",2011-01-03 08:00:00,0.104700507385388,0.135698859987554,0.139334277542991,0.119385572625293,0.109600225901758
"58",2011-01-03 09:00:00,0.104863026699993,0.135698859987554,0.139242432397165,0.120651073586826,0.109600100118107
"59",2011-01-03 10:00:00,0.10476971287774,0.135698859987554,0.139170122180199,0.121729749910322,0.109600012567254
"60",2011-01-03 11:00:00,0.104392167432057,0.135698859987554,0.139113205327694,0.122305976670552,0.10959994953835
"61",2011-01-03 12:00:00,0.103905941207476,0.135698859987554,0.139068424927743,0.122554259772805,0.109599902385133
"62",2011-01-03 13:00:00,0.103389970398761,0.135698859987554,0.139033211224003,0.122650900531499,0.109599866110859
"63",2011-01-03 14:00:00,0.103001552753869,0.135698859987554,0.13900553179642,0.122818384059514,0.109599837911615
"64",2011-01-03 15:00:00,0.102745466611208,0.135698859987554,0.138983778854068,0.122879316072433,0.109599816112935
"65",2011-01-03 16:00:00,0.102636948207716,0.135698859987554,0.138966683173369,0.122938587261552,0.109599799553696
"66",2011-01-03 17:00:00,0.102588242388096,0.135698859987554,0.138953245791092,0.123064155271887,0.109599787282168
