"","Date","wf1 forecast","wf2 forecast","wf3 forecast"
"1",2011-01-01 00:00:00,0.650595531657558,0.191081060056246,0.947056227159404
"2",2011-01-01 01:00:00,0.632523102939599,0.169114207784531,0.918604390242778
"3",2011-01-01 02:00:00,0.617462418136064,0.155153548556856,0.891826996198529
"4",2011-01-01 03:00:00,0.607368574980508,0.146439662149464,0.865278588958872
"5",2011-01-01 04:00:00,0.594348973969171,0.141365806842175,0.84007031097955
"6",2011-01-01 05:00:00,0.578519235204352,0.138589924747463,0.815421265978389
"7",2011-01-01 06:00:00,0.569638658840057,0.137140649954433,0.790138989198276
"8",2011-01-01 07:00:00,0.564566397849293,0.136407714904049,0.764120478172065
"9",2011-01-01 08:00:00,0.567242246824421,0.136044447311418,0.737133784444119
"10",2011-01-01 09:00:00,0.56776869566346,0.135866548687725,0.708914151973076
"11",2011-01-01 10:00:00,0.562275041849956,0.1357800195897,0.679563247546498
"12",2011-01-01 11:00:00,0.554832980994033,0.135738087868377,0.649419306991243
"13",2011-01-01 12:00:00,0.538487667755752,0.135717807520045,0.619104769756471
"14",2011-01-01 13:00:00,0.524350383441296,0.135708008727105,0.589491593201988
"15",2011-01-01 14:00:00,0.499931483676457,0.135703276667297,0.561524279475141
"16",2011-01-01 15:00:00,0.465854167489379,0.135700992022083,0.536030038665795
"17",2011-01-01 16:00:00,0.421294269614078,0.135699889128447,0.51346802067861
"18",2011-01-01 17:00:00,0.384162357153544,0.135699356747791,0.493748736949587
"19",2011-01-01 18:00:00,0.355997786169564,0.135699099768486,0.47629255710544
"20",2011-01-01 19:00:00,0.349289842853566,0.135698975726745,0.460260531697202
"21",2011-01-01 20:00:00,0.345916040722079,0.135698915853257,0.444797044695238
"22",2011-01-01 21:00:00,0.345070114136518,0.135698886953125,0.429167490283975
"23",2011-01-01 22:00:00,0.336155568704866,0.135698873003441,0.412757393495247
"24",2011-01-01 23:00:00,0.318651691474838,0.135698866270131,0.394971520872314
"25",2011-01-02 00:00:00,0.300164973418097,0.135698863020061,0.37509629810905
"26",2011-01-02 01:00:00,0.287558835448281,0.1356988614513,0.352205779961167
"27",2011-01-02 02:00:00,0.278938605712229,0.135698860694083,0.325223621131816
"28",2011-01-02 03:00:00,0.271048784865018,0.135698860328585,0.295177641839038
"29",2011-01-02 04:00:00,0.262649068467199,0.135698860152165,0.268301211321864
"30",2011-01-02 05:00:00,0.252455162887856,0.135698860067009,0.248646685663232
"31",2011-01-02 06:00:00,0.242369247560492,0.135698860025906,0.234925133685399
"32",2011-01-02 07:00:00,0.232597316860712,0.135698860006066,0.2242336129298
"33",2011-01-02 08:00:00,0.222938451199281,0.13569885999649,0.214720265539187
"34",2011-01-02 09:00:00,0.21229075892493,0.135698859991867,0.205747951628544
"35",2011-01-02 10:00:00,0.199667079392221,0.135698859989636,0.197236436540246
"36",2011-01-02 11:00:00,0.185930735115678,0.135698859988559,0.189116218675326
"37",2011-01-02 12:00:00,0.172501682590213,0.135698859988039,0.181387806282416
"38",2011-01-02 13:00:00,0.160839802811209,0.135698859987788,0.174217547523201
"39",2011-01-02 14:00:00,0.150237540519234,0.135698859987667,0.167809323759372
"40",2011-01-02 15:00:00,0.140900936683826,0.135698859987609,0.162281768274049
"41",2011-01-02 16:00:00,0.130953867324825,0.135698859987581,0.157646660104111
"42",2011-01-02 17:00:00,0.121304759250759,0.135698859987567,0.153842113360056
"43",2011-01-02 18:00:00,0.112237504962281,0.13569885998756,0.150770962013213
"44",2011-01-02 19:00:00,0.105497922933887,0.135698859987557,0.148319931382452
"45",2011-01-02 20:00:00,0.101249691322706,0.135698859987556,0.146372962717754
"46",2011-01-02 21:00:00,0.0993694408265106,0.135698859987555,0.144825708899531
"47",2011-01-02 22:00:00,0.09864193918081,0.135698859987555,0.143593738787944
"48",2011-01-02 23:00:00,0.0984574442381995,0.135698859987555,0.142612164757184
"49",2011-01-03 00:00:00,0.0987177198502434,0.135698859987555,0.141831051280132
"50",2011-01-03 01:00:00,0.0994628448080879,0.135698859987554,0.141210940322792
"51",2011-01-03 02:00:00,0.100535120398067,0.135698859987554,0.140720051486238
"52",2011-01-03 03:00:00,0.101660758811047,0.135698859987554,0.140332600433003
"53",2011-01-03 04:00:00,0.102628344341088,0.135698859987554,0.140027547599439
"54",2011-01-03 05:00:00,0.103319785870253,0.135698859987554,0.13978771127048
"55",2011-01-03 06:00:00,0.103884186966041,0.135698859987554,0.139599195322308
"56",2011-01-03 07:00:00,0.104336243511072,0.135698859987554,0.139450942660579
"57",2011-01-03 08:00:00,0.104700507385388,0.135698859987554,0.139334277542991
"58",2011-01-03 09:00:00,0.104863026699993,0.135698859987554,0.139242432397165
"59",2011-01-03 10:00:00,0.10476971287774,0.135698859987554,0.139170122180199
"60",2011-01-03 11:00:00,0.104392167432057,0.135698859987554,0.139113205327694
"61",2011-01-03 12:00:00,0.103905941207476,0.135698859987554,0.139068424927743
"62",2011-01-03 13:00:00,0.103389970398761,0.135698859987554,0.139033211224003
"63",2011-01-03 14:00:00,0.103001552753869,0.135698859987554,0.13900553179642
"64",2011-01-03 15:00:00,0.102745466611208,0.135698859987554,0.138983778854068
"65",2011-01-03 16:00:00,0.102636948207716,0.135698859987554,0.138966683173369
"66",2011-01-03 17:00:00,0.102588242388096,0.135698859987554,0.138953245791092
"67",2011-01-03 18:00:00,0.102575505294721,0.135698859987554,0.138942682200905
"68",2011-01-03 19:00:00,0.102566988372704,0.135698859987554,0.138934376855511
"69",2011-01-03 20:00:00,0.102572614943338,0.135698859987554,0.138927846726135
"70",2011-01-03 21:00:00,0.102601336842508,0.135698859987554,0.138922712535497
"71",2011-01-03 22:00:00,0.102645135258877,0.135698859987554,0.138918676212028
"72",2011-01-03 23:00:00,0.10269263803204,0.135698859987554,0.138915503300661
"73",2011-01-04 00:00:00,0.102738248366309,0.135698859987554,0.138913009289748
"74",2011-01-04 01:00:00,0.102786877564341,0.135698859987554,0.138911048975638
"75",2011-01-04 02:00:00,0.102829039047778,0.135698859987554,0.138909508138618
"76",2011-01-04 03:00:00,0.102864543230156,0.135698859987554,0.138908296979716
"77",2011-01-04 04:00:00,0.102875726008543,0.135698859987554,0.138907344927279
"78",2011-01-04 05:00:00,0.102861369704047,0.135698859987554,0.138906596530159
"79",2011-01-04 06:00:00,0.10282426005551,0.135698859987554,0.138906008217873
"80",2011-01-04 07:00:00,0.102779962281037,0.135698859987554,0.138905545750397
"81",2011-01-04 08:00:00,0.102738423160071,0.135698859987554,0.138905182214511
"82",2011-01-04 09:00:00,0.10271321633824,0.135698859987554,0.138904896451992
"83",2011-01-04 10:00:00,0.102700632672966,0.135698859987554,0.13890467182738
"84",2011-01-04 11:00:00,0.102699494128573,0.135698859987554,0.138904495261376
"85",2011-01-04 12:00:00,0.102700897611337,0.135698859987554,0.138904356471508
"86",2011-01-04 13:00:00,0.102703250291624,0.135698859987554,0.138904247374884
"87",2011-01-04 14:00:00,0.102702732168581,0.135698859987554,0.138904161618165
"88",2011-01-04 15:00:00,0.102702182126451,0.135698859987554,0.138904094207676
