"","Date","wf1 forecast"
"1",2011-01-01 00:00:00,0.650595531657558
"2",2011-01-01 01:00:00,0.632523102939599
"3",2011-01-01 02:00:00,0.617462418136064
"4",2011-01-01 03:00:00,0.607368574980508
"5",2011-01-01 04:00:00,0.594348973969171
"6",2011-01-01 05:00:00,0.578519235204352
"7",2011-01-01 06:00:00,0.569638658840057
"8",2011-01-01 07:00:00,0.564566397849293
"9",2011-01-01 08:00:00,0.567242246824421
"10",2011-01-01 09:00:00,0.56776869566346
"11",2011-01-01 10:00:00,0.562275041849956
"12",2011-01-01 11:00:00,0.554832980994033
"13",2011-01-01 12:00:00,0.538487667755752
"14",2011-01-01 13:00:00,0.524350383441296
"15",2011-01-01 14:00:00,0.499931483676457
"16",2011-01-01 15:00:00,0.465854167489379
"17",2011-01-01 16:00:00,0.421294269614078
"18",2011-01-01 17:00:00,0.384162357153544
"19",2011-01-01 18:00:00,0.355997786169564
"20",2011-01-01 19:00:00,0.349289842853566
"21",2011-01-01 20:00:00,0.345916040722079
"22",2011-01-01 21:00:00,0.345070114136518
"23",2011-01-01 22:00:00,0.336155568704866
"24",2011-01-01 23:00:00,0.318651691474838
"25",2011-01-02 00:00:00,0.300164973418097
"26",2011-01-02 01:00:00,0.287558835448281
"27",2011-01-02 02:00:00,0.278938605712229
"28",2011-01-02 03:00:00,0.271048784865018
"29",2011-01-02 04:00:00,0.262649068467199
"30",2011-01-02 05:00:00,0.252455162887856
"31",2011-01-02 06:00:00,0.242369247560492
"32",2011-01-02 07:00:00,0.232597316860712
"33",2011-01-02 08:00:00,0.222938451199281
"34",2011-01-02 09:00:00,0.21229075892493
"35",2011-01-02 10:00:00,0.199667079392221
"36",2011-01-02 11:00:00,0.185930735115678
"37",2011-01-02 12:00:00,0.172501682590213
"38",2011-01-02 13:00:00,0.160839802811209
"39",2011-01-02 14:00:00,0.150237540519234
"40",2011-01-02 15:00:00,0.140900936683826
"41",2011-01-02 16:00:00,0.130953867324825
"42",2011-01-02 17:00:00,0.121304759250759
"43",2011-01-02 18:00:00,0.112237504962281
"44",2011-01-02 19:00:00,0.105497922933887
"45",2011-01-02 20:00:00,0.101249691322706
"46",2011-01-02 21:00:00,0.0993694408265106
"47",2011-01-02 22:00:00,0.09864193918081
"48",2011-01-02 23:00:00,0.0984574442381995
"49",2011-01-03 00:00:00,0.0987177198502434
"50",2011-01-03 01:00:00,0.0994628448080879
"51",2011-01-03 02:00:00,0.100535120398067
"52",2011-01-03 03:00:00,0.101660758811047
"53",2011-01-03 04:00:00,0.102628344341088
"54",2011-01-03 05:00:00,0.103319785870253
"55",2011-01-03 06:00:00,0.103884186966041
"56",2011-01-03 07:00:00,0.104336243511072
"57",2011-01-03 08:00:00,0.104700507385388
"58",2011-01-03 09:00:00,0.104863026699993
"59",2011-01-03 10:00:00,0.10476971287774
"60",2011-01-03 11:00:00,0.104392167432057
"61",2011-01-03 12:00:00,0.103905941207476
"62",2011-01-03 13:00:00,0.103389970398761
"63",2011-01-03 14:00:00,0.103001552753869
"64",2011-01-03 15:00:00,0.102745466611208
"65",2011-01-03 16:00:00,0.102636948207716
"66",2011-01-03 17:00:00,0.102588242388096
