"","Date","wf1 forecast","wf2 forecast","wf3 forecast","wf4 forecast","wf5 forecast","wf6 forecast"
"1",2011-01-01 00:00:00,0.650595531657558,0.191081060056246,0.947056227159404,0.621957724623215,0.824834468172705,0.866016094778521
"2",2011-01-01 01:00:00,0.632523102939599,0.169114207784531,0.918604390242778,0.573133615720772,0.791532027800478,0.844881966699454
"3",2011-01-01 02:00:00,0.617462418136064,0.155153548556856,0.891826996198529,0.536632271947648,0.749754995134005,0.823510840460219
"4",2011-01-01 03:00:00,0.607368574980508,0.146439662149464,0.865278588958872,0.511329979651418,0.695851983718426,0.801624810010154
"5",2011-01-01 04:00:00,0.594348973969171,0.141365806842175,0.84007031097955,0.486257683139542,0.63609800234662,0.777691159586122
"6",2011-01-01 05:00:00,0.578519235204352,0.138589924747463,0.815421265978389,0.459548103946563,0.575169228922306,0.751772365241488
"7",2011-01-01 06:00:00,0.569638658840057,0.137140649954433,0.790138989198276,0.442502444671287,0.518355355967592,0.725609602287938
"8",2011-01-01 07:00:00,0.564566397849293,0.136407714904049,0.764120478172065,0.446514060653207,0.470648743593864,0.699002745922478
"9",2011-01-01 08:00:00,0.567242246824421,0.136044447311418,0.737133784444119,0.447029594128653,0.432329892985878,0.672298789211086
"10",2011-01-01 09:00:00,0.56776869566346,0.135866548687725,0.708914151973076,0.445523222574969,0.402589909981655,0.646391564815575
"11",2011-01-01 10:00:00,0.562275041849956,0.1357800195897,0.679563247546498,0.439365688241064,0.379081477944402,0.621973941223619
"12",2011-01-01 11:00:00,0.554832980994033,0.135738087868377,0.649419306991243,0.417273295030475,0.358760517325446,0.599478426697976
"13",2011-01-01 12:00:00,0.538487667755752,0.135717807520045,0.619104769756471,0.397838184808765,0.338942029219702,0.579094563529207
"14",2011-01-01 13:00:00,0.524350383441296,0.135708008727105,0.589491593201988,0.390764288393112,0.317373721903729,0.560936080545516
"15",2011-01-01 14:00:00,0.499931483676457,0.135703276667297,0.561524279475141,0.386216571076642,0.292245831798503,0.544918372333143
"16",2011-01-01 15:00:00,0.465854167489379,0.135700992022083,0.536030038665795,0.37547069464687,0.262176507951687,0.530821889349065
"17",2011-01-01 16:00:00,0.421294269614078,0.135699889128447,0.51346802067861,0.36852843403814,0.228080677778697,0.518387255357826
"18",2011-01-01 17:00:00,0.384162357153544,0.135699356747791,0.493748736949587,0.369803040892527,0.196640082151537,0.507337092520053
"19",2011-01-01 18:00:00,0.355997786169564,0.135699099768486,0.47629255710544,0.360123351291289,0.17212278808615,0.497402176910209
"20",2011-01-01 19:00:00,0.349289842853566,0.135698975726745,0.460260531697202,0.353697448810228,0.153575688790024,0.488336484517742
"21",2011-01-01 20:00:00,0.345916040722079,0.135698915853257,0.444797044695238,0.346515891219234,0.140312761162293,0.47993138415634
"22",2011-01-01 21:00:00,0.345070114136518,0.135698886953125,0.429167490283975,0.339031948654407,0.131477732792844,0.472013975341227
"23",2011-01-01 22:00:00,0.336155568704866,0.135698873003441,0.412757393495247,0.329698909961032,0.125590334553103,0.46444050422663
"24",2011-01-01 23:00:00,0.318651691474838,0.135698866270131,0.394971520872314,0.318151068411242,0.121629789635875,0.457090731374606
"25",2011-01-02 00:00:00,0.300164973418097,0.135698863020061,0.37509629810905,0.299890560744438,0.118923355456271,0.449860507357646
"26",2011-01-02 01:00:00,0.287558835448281,0.1356988614513,0.352205779961167,0.275771482644782,0.116935408236626,0.44265504599075
"27",2011-01-02 02:00:00,0.278938605712229,0.135698860694083,0.325223621131816,0.242604338666916,0.11531565944543,0.43538291722304
"28",2011-01-02 03:00:00,0.271048784865018,0.135698860328585,0.295177641839038,0.204389739001518,0.113935656907918,0.42795103762339
"29",2011-01-02 04:00:00,0.262649068467199,0.135698860152165,0.268301211321864,0.163267125282254,0.112791966427484,0.420260092448444
"30",2011-01-02 05:00:00,0.252455162887856,0.135698860067009,0.248646685663232,0.134857524951209,0.111888096556356,0.412199980735339
"31",2011-01-02 06:00:00,0.242369247560492,0.135698860025906,0.234925133685399,0.121449094144579,0.111208352183503,0.403645210468066
"32",2011-01-02 07:00:00,0.232597316860712,0.135698860006066,0.2242336129298,0.118066551478191,0.110721518032986,0.394450108372377
"33",2011-01-02 08:00:00,0.222938451199281,0.13569885999649,0.214720265539187,0.119333372560212,0.110385495409011,0.384444206016459
"34",2011-01-02 09:00:00,0.21229075892493,0.135698859991867,0.205747951628544,0.119131404509005,0.110159509747319,0.373428688585118
"35",2011-01-02 10:00:00,0.199667079392221,0.135698859989636,0.197236436540246,0.115929843974167,0.110009778901714,0.361174923270691
"36",2011-01-02 11:00:00,0.185930735115678,0.135698859988559,0.189116218675326,0.111274039673418,0.109909289390848,0.347422330385957
"37",2011-01-02 12:00:00,0.172501682590213,0.135698859988039,0.181387806282416,0.108591494090967,0.109838008319686,0.33185786475466
"38",2011-01-02 13:00:00,0.160839802811209,0.135698859987788,0.174217547523201,0.105170552778065,0.109783457218963,0.314062285009083
"39",2011-01-02 14:00:00,0.150237540519234,0.135698859987667,0.167809323759372,0.102765597071574,0.109739552476845,0.293574310923355
"40",2011-01-02 15:00:00,0.140900936683826,0.135698859987609,0.162281768274049,0.103028078441753,0.109703946288622,0.270285609933666
"41",2011-01-02 16:00:00,0.130953867324825,0.135698859987581,0.157646660104111,0.10441410931028,0.109675703276182,0.24501963412706
"42",2011-01-02 17:00:00,0.121304759250759,0.135698859987567,0.153842113360056,0.1069143537158,0.109654076778589,0.220361389953074
